,tweets
828,['@historiadorigor @carloscezarcjr #ForaMaia\n#NaoVoteNoDem\n#PtLadrao\n#FechadoComBolsonaro\n#GloboLixo\n#MaiaTemQueSair… https://t.co/JJOIYJ0ZDv']
829,"['RT @50ChicoAlencar: Terminou o depoimento do Moro. Se tinha tanto o q dizer - quase 7 horas! -, com mais provas q convicções, Bolsonaro est…']"
830,['RT @marcofeliciano: Para os q insistem dizer q nosso PR @jairbolsonaro é insensível. Via @conexaopolitica: “Covid-19: Bolsonaro presta soli…']
831,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
832,"['RT @BrazilFight: ROLANDO NAS REDES\n""Urgente, STF vai investigar porque Jair Bolsonaro indicou Michelle Bolsonaro para ser primeira-dama.""\nD…']"
833,"['Claro...🤷🏻\u200d♂️\nSabe que você está coberta de razão...🤔\nMas, contra fatos não há argumentos, não irei dar sequência.… https://t.co/EIAoqw6CP4']"
834,['Eu tive aula com o cara certo 🙏🏽']
835,['Eleitor do Bolsonaro VC É UMA VERGONHA']
836,['RT @correio: Presidente do TRF-3 nega recurso de Bolsonaro contra divulgação de exame https://t.co/HfaCGPrqPW https://t.co/6LXZxMpYv9']
837,"['RT @Rheder: @Biakicis @Wombatmucholoco @leandroruschel Pode sim bia, exceto se for amigo do Bolsonaro...tendeu ??']"
838,"['RT @rosa_riscala: BDM Online [02.05.20 22:58]\n++ATENÇÃO: Terminou o depoimento de Moro na PF de Curitiba, após mais de 8 horas\n\n++Repórter…']"
839,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
840,"['@petracostal mostra isso muito bem em Democracia em Vertigem. Aécio, Temer, Cunha, Moro... Todos vieram antes de Bo… https://t.co/Uf1PbFFhRA']"
841,"['RT @mikecorleone01: Segundo o “jornalista” da Época, Sérgio Moro entregou 15 MESES de conversas do WhatsApp com o Presidente Jair Bolsonaro…']"
842,['RT @ballaoficial: Vocês acreditam mesmo se Bolsonaro fosse um cretino ou estivesse errado teria um homem bilionário o protegendo diretament…']
843,"['RT @viniciussexto: Deu na mídia: ""Moro delata Bolsonaro com advogado que já atuou para Marcelo Odebrecht e Eduardo Cunha"". O advogado é tão…']"
844,['RT @FaniaRodrigues: #UltimaHora El Superior Tribunal de Federal de Brasil suspendió la expulsión de los diplomáticos venezolanos dictada po…']
845,['RT @FaniaRodrigues: #UltimaHora El Superior Tribunal de Federal de Brasil suspendió la expulsión de los diplomáticos venezolanos dictada po…']
846,['RT @cynaramenezes: toma vergonha na cara! toma que o filho é teu!']
847,['Vc é deputada ou investigadora deixa de ser burra  já fez merda cala sus boca pra não fu... mais o Bolsonaro .']
848,['RT @gabrieldread: Esse perfil famosos com a mesma altura é muito engraçado 😂']
849,['RT @Soraya82297586: @PastorMalafaia Bolsonaro caiu a casinha. Sabemos que ele só quer que nao investigue  os filhos. Mas o povo ele não que…']
850,['Bolsonaro na CADEIA!!!  #HaddadNosRepresenta #ImpeachmentDeBolsonaro #BolsonaroNaCadeia']
851,"['@FERNANDOCOSTbe @Ligfer @leandroruschel SQÑ. Pelo o andar da carruagem não parece ser tão fácil assim, ainda tem à… https://t.co/3MHCziiHVe']"
852,['Moro se escondendo por 8 horas na delegacia da pf depois de dar depoimento de 15 min para botar panico no Bolsonaro https://t.co/Zao2USzQva']
853,"['RT @DCM_online: Em disputa com Jair Bolsonaro, Rede Globo dá espaço a Lula no Jornal Nacional https://t.co/yDQMJvrQQS']"
854,"['RT @PitolFrancisco: @criticanac @BolsonaroSP Não conheço um eleitor do Bolsonaro que esteja arrependido, pelo contrário, já iniciamos a cam…']"
855,['RT @fdbedout: Brasil reporta este sábado  4.970 casos nuevos de Coronavirus y 421 muertes. Se acerca a los 100.000 mil casos. El efecto ya…']
856,"['RT @gugachacra: Em excelente debate na @GloboNews , Ciro Gomes e João Amoedo concordam que não há condições de Bolsonaro terminar o mandato…']"
857,['Essa semana que vem vai ser interessante. O tanto de coisa que vai sair daí vai ser bonita!']
858,['Essa vontade enrustida do coronel a gente até perdoa. Mas acreditar no @jairbolsonaro já é demais..\nA tropa tá agua… https://t.co/we53ppiRQX']
859,"['Bolsopetistas vão até o fim com Bolsonaro porque precisam continuar inventando a figura do ""mito"" contra inimigos i… https://t.co/3iZtfl5BMA']"
860,['Melhor resposta que eu vi aqui no twitter em ralação a isso: E daí?']
861,['@blogdojefferson In BOLSONARO we trust. In Moro we dont give a fuck.']
862,['#OrePorBolsonaro']
863,['Tipos como Allan do Panos vão ter que voltar pro buraco de favela que saíram. Tipos como Zambelli da vida vão ter q… https://t.co/LZKzzaJP9M']
864,"[""RT @allantercalivre: @realDonaldTrump 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuela…""]"
865,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
866,['RT @folha: Bolsonaro volta a provocar aglomeração após país ultrapassar 6 mil mortos por coronavírus \n\nhttps://t.co/zCTd7bc3t3']
867,"['RT @rafaelbastosedf: 1)A mídia está bombardeando Bolsonaro porque ele foi para duas cidades hoje e onde passa, causa aglomeração. \n\nQual a…']"
868,['RT @OIKCRL: queria fuder c vc igual o bolsonaro ta fudendo com o país']
869,['RT @bibonunes1: Por que os opositores de Bolsonaro não saem na rua como ele?\nDizem que Bolsonaro não tem popularidade.\nQueria ver o Moro ci…']
870,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶 https://t.co/zB9SYU0u6d']"
871,['Veja articulação da esquerda o que que eles estão querendo fazer o impeachment do presidente bolsonaro nós estamos… https://t.co/AtzQYj6T5Z']
872,"['RT @junioradvrn: Qual foi a maior decepção dos que se aproveitaram da onda Bolsonaro,? Vote é dê RT']"
873,['RT @HaddadDebochado: Vitor Hugo falando que o Ramagem não é amigo da família Bolsonaro.\n\nHAHAHAHAHAHAHAHAHAHAHAHAHAAHHAHAHAHAHAHAHAHA']
874,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
875,"['RT @jsaavedra_jo: No recuerdo por qué, pero una vez lance un tuit diciendo que Bolsonaro se iba a salir con la suya por un peo judicial y a…']"
876,['@o_antagonista 15 meses de convesra para (achar uma irregularidade) ? tou achando que Bolsonaro queria Dominar o Mundo 😂😂😂😂']
877,"['RT @filipebarrost: Ministros do STF, presidentes da câmara e do senado, imprensa, todos podem criticar incansavelmente o Presidente @jairbo…']"
878,"['RT @BrazilFight: URGENTE - ACABOU O DEPOIMENTO DE MORO\nDepois de mais de quase oito horas, acabou o depoimento de Sergio Moro para apresent…']"
879,['RT @claudioedantas: Moro reafirma acusações a Bolsonaro em depoimento na PF https://t.co/kt7K47Niw7']
880,"['RT @PATRlOTAS: Moro entregou para PF conversas não só com Bolsonaro, também entregou conversas que teve com ministros do governo. O Judas t…']"
881,"['A pandemia também encontrará vitimas nos entes das forças armadas e minions , será um choque na realidade deles e a… https://t.co/4lpZRDz15g']"
882,"['RT @JFMargarida: O governo acabou.\nÉ questão de dias.\nDe todo modo, rasgou-se a fantasia. Temos agora Bolsonaro nu e cru.\nUm medíocre. Agor…']"
883,['RT @DCM_online: Advogada de Bolsonaro diz que presidente não teme depoimento de oito horas de Moro: “Nunca fez nada ilegal” https://t.co/kW…']
884,['@biazitagomes A nossa calçada tariam esburacada kkkkkkkkkkk porra Bolsonaro e Haddad dois inútil']
885,['RT @DilmaResiste: Ministro do STF diz que Sergio Moro vazou propositalmente a delação do ex-ministro do PT Antonio Palocci no 2o turno das…']
886,['RT @taoquei1: Bolsonaro nos acalma...\n#GolpeDeEstado https://t.co/R8U0cSonaO']
887,['RT @belleiprofessor: Todos sabemos que o Presidente Bolsonaro é praticamente uma vítima de expiação desta podre república. Todos sabemos qu…']
888,['RT @sensacionalista: Uso de máscara também é recomendado para o queixo não cair toda vez que Bolsonaro fala\nhttps://t.co/nF9tkeqs0h']
889,"['@JanainaDoBrasil Só votei em vc por causa do Bolsonaro e joguei meu voto no lixo , pois vc não me representa!😤']"
890,"['RT @lacombeopressor: Na eleição presidencial de 2018 viviam chamando o até então candidato Jair Bolsonaro de ditador, o tempo passa, e hoje…']"
891,['RT @DaniloGentili: No twitter sao milhares de perfis levantando tag. Na rua meia dúzia. A conta não fecha.']
892,"['RT @paula2ag: @joaoamoedonovo Fala mais @joaoamoedonovo cirete \nMáscaras caindo \n\n“E conhecereis a verdade, e a verdade vos libertará.”\n\nJo…']"
893,['RT @folha: Bolsonaro volta a provocar aglomeração após país ultrapassar 6 mil mortos por coronavírus \n\nhttps://t.co/zCTd7bc3t3']
894,"['O povo brasileiro detesta traidores.Moro traiu,primeiramente,o povo e vendeu-se para trair Bolsonaro.Deve ter induz… https://t.co/moHs4wKgR2']"
895,['RT @badgesucks: FLOPOU DEMAIS KKKKKKKKK']
896,"['RT @mariadorosario: A @GloboNews faz debate presidencial pq vem\nNOVAS ELEIÇÕES\nCumprimento todos debatedores, @cirogomes, Amoedo e inclusiv…']"
897,"['RT @blogdojefferson: OUTRA VEZ. Agora foi a vez do ministro Barroso, STF, meter o bedelho no governo. Ele suspendeu a decisão do Min. Relaç…']"
898,['RT @alcysio: Lembra a foto chocante das valas abertas? pois já estão preenchidas.']
899,['RT @AmericaGabe: @andrefernm @GeneralMourao Moulão é um positivista prudência e sofisticação lambed0r de botas da China!\n\nE tem que botar p…']
900,['Amem!! Deus no comando!']
901,['RT @paolobrachodobr: Moro se escondendo por 8 horas na delegacia da pf depois de dar depoimento de 15 min para botar panico no Bolsonaro ht…']
902,"['No divórcio Moro e Bolsonaro, o gado é guarda repartida.\n#DomingoEsquadraoSDV #DomingoDetremuraSDV']"
903,['RT @BethHabib: RESPOSTA DA NAÇÃO!!!#DireitaRaizEBolsonaro #STFVergonhaNacional 🙋\u200d♀️🙌🇧🇷']
904,"['RT @txjbrpintonew: Estao Sim, eh Nossa segurança pois a Venezuela tava ajudando no golpe,e se vc pesquisar vai descobrir que eles ja até in…']"
905,['RT @DCM_online: Presidente do TRF-3 nega recurso de Bolsonaro e manda mostrar resultado de exame https://t.co/wRUhUBYadN']
906,"['RT @atldoficial: O povo brasileiro, não perdoa traidores. Olha a recepção que Moro traidor teve em Curitiba. Nós votamos em Bolsonaro. #Gol…']"
907,['RT @AndrLusBomfimd1: Para não participar dos debates políticos Bolsonaro aceitava as recomendações médicas e exibia fotos no hospital para…']
908,"['RT @arthurmoledoval: Bolsonaro, num ato de quase masturbação narcisista, sai às ruas para ser abraçado pelo ""povo"" no dia que Moro depõe.…']"
909,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
910,['RT @OIKCRL: queria fuder c vc igual o bolsonaro ta fudendo com o país']
911,['@KarinaKufa @g_g_garci @jairbolsonaro Nós brasileiros cansamos de tudo no Brasil acabar em pizza!\nO Brasil é nosso!… https://t.co/DRXxoZkqLW']
912,['Caraca cada vez desce um nível essa senhora... agora lá se foram uns 300....']
913,['RT @bruvitg: boa noite e fora Bolsonaro! amém.']
914,"['RT @portalR7: Bolsonaro lidera corrida para eleições de 2022, diz pesquisa https://t.co/Kw5OXRxc1r https://t.co/1t9WGMls56']"
915,"['@taiinasouzaa ""ore por bolsonaro""\n\nque deus te elimine amem']"
916,['RT @WORD_NEWSS: Bolsonaro viaja e Mourão chama chaveiro para trocar fechadura do Planalto. https://t.co/8bYYnzVqzO']
917,['RT @MarcusMonteneg6: Vamos para Brasília https://t.co/N3lK4IohDv']
918,['q mané alok o que\n\ntô afim de saber qdo lança essa live aqui']
919,"[""RT @allantercalivre: 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuelan Embassy to the…""]"
920,"['RT @Madruga002: Veja esse vídeo e repare para quem Paulo Guedes enviou esse recado, muito claro e cristalino, toma ai VerdeMoro.\n\nToma na c…']"
921,['RT @prisonlbreakl: eu sou a favor das pessoa naturalizar o chorar \n\nnao precisa vim com espanto  tipo MEU DEUS PQ VC TA CHORANO?????????\n\na…']
922,"['RT @50ChicoAlencar: Terminou o depoimento do Moro. Se tinha tanto o q dizer - quase 7 horas! -, com mais provas q convicções, Bolsonaro est…']"
923,"['RT @Dom_Andolini: Bolsonaro ñ interferiu em nada! Se Bolsonaro tivesse interferindo, o país ñ seria esse inferno. Os demônios ñ dão um dia…']"
924,"['RT @junioradvrn: Qual foi a maior decepção dos que se aproveitaram da onda Bolsonaro,? Vote é dê RT']"
925,"['RT @DanFernandesOMG: @opropriopontes @FriedHardt ""Além das mensagens de WhatsApp, ele apresentou emails e áudios de conversas – dele e de f…']"
926,"['@socratestiburti @o_antagonista Seria considerado sim, mas não iria anular os crimes supostamente cometidos pelo Bolsonaro']"
927,['RT @alcysio: Lembra a foto chocante das valas abertas? pois já estão preenchidas.']
928,"['Aí o Jumentinho Vermelho diz: \n""esquece o PT, vcs são obsecados""\n\nMas...\n\nSTF mando Bolsonaro e Ernesto suspenderem… https://t.co/L2gw2W7OMQ']"
929,"['RT @blogdojefferson: O TRF-3, acertadamente, suspendeu decisão da juíza federal que exigiu entrega dos exames de Bolsonaro em um prazo de 4…']"
930,['RT @DCM_online: Advogada de Bolsonaro diz que presidente não teme depoimento de oito horas de Moro: “Nunca fez nada ilegal” https://t.co/kW…']
931,"['RT @JornalBSM: Dória, o governador de calça de licra branca, no melhor estilo fofoqueira de portão, tenta envenenar Guedes contra Bolsonaro…']"
932,"['@DCM_online ‘É hora de colocar um ponto final  no governo Bolsonaro...."".......... https://t.co/4xQewVvZLL']"
933,['Não enganou não. Ninguém foi enganado. \n#HaddadNosRepresenta']
934,['#PegaFogoCabare #HaddadNosRepresenta \n#ImpeachmentBolsonaro #BolsonaroGenocida #capitãocorona #RainhaLoucaSemBic… https://t.co/edrHKo9oAy']
935,['#FechadosComBolsolnaro']
936,['RT @maurofagundess: Sérgio Moro Catalogou 15 meses de conversa com Bolsonaro.\nAinda acreditam que ele não faz parte de um plano?']
937,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
938,['RT @AllineSapore: Bolsonaro agora a tarde saindo de um posto de gasolina onde almoçou. \n\nEnquanto o judas entrou pela porta dos fundos em C…']
939,['RT @taoquei1: Aparentemente Moro pegou toda a conversa que teve com o presidente durante todo seu tempo como ministro e catalogou. Essa é a…']
940,['RT @maurofagundess: Sérgio Moro Catalogou 15 meses de conversa com Bolsonaro.\nAinda acreditam que ele não faz parte de um plano?']
941,['RT @albuquerque_af: Quanto tempo para mídia publicar o “depoimento sigiloso” do Moro ?\n\n“URGENTE: Audio bomba explode o governo Bolsonaro”…']
942,"['RT @pastordri: O Golpe contra o PR Bolsonaro está em ANDAMENTO , você está pronto(a) para regir caso tentem derrubá-lo ? @jairbolsonaro\n\n d…']"
943,"['RT @oiIuiz: STF mandou Bolsonaro e Ernesto suspenderem a expulsão de diplomatas venezuelanos a pedido do deputado Paulo Pimenta, do PT.\n\n""E…']"
944,"['RT @glaubermacario: - Sr. Moro, você tem algo a dizer contra Jair Bolsonaro?\n- Não\n- Ok\n- MAS EU SÓ ACHO ENGRAÇADO QUE... https://t.co/2qY9…']"
945,"['RT @allan_frutuozo: Moro compilou 15 meses de conversas com o presidente Bolsonaro, com claro intuito de acusar o presidente no futuro. Ess…']"
946,['RT @la_patilla: Bolsonaro llama “judas” a Moro y dice que “nadie dará un golpe” en su contra https://t.co/nHHIBCsTeB…']
947,['@tototaokey @LucasNFD @FMouraBrasil Entendi! Usar o princípio da impessoalidade só vale contra Bolsonaro. Contra as… https://t.co/BUxQB50pgR']
948,"['@MarcioCastal Não é louco não, ele era infiltrado mesmo. Reveja as imagens do encontro do Bolsonaro com ele na lanc… https://t.co/pXNax0jp8Q']"
949,['RT @OLulaEstaPreso: @CarlosBolsonaro BOLSONARO TOMANDO CAFÉ APÓS CHAMAR JUDAS DE JUDAS\n\n#MoroIscariotes https://t.co/HehfqOco2q']
950,['RT @BayamoSomos: ¿Cuando tu mejor aliado se convierte en tu peor enemigo..?\nEl exministro de Justicia de #Brasil Sergio Moro se presenta an…']
951,['RT @FaniaRodrigues: #UltimaHora El Superior Tribunal de Federal de Brasil suspendió la expulsión de los diplomáticos venezolanos dictada po…']
952,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
953,['RT @carlosjordy: O indivíduo que grava por 15 meses conversas com um aliado bom sujeito não é. Ainda bem que o Presidente Bolsonaro é uma p…']
954,"['@pedrosolidus Achei importante o @Haddad_Fernando ter aceitado participar com o Vitor Hugo, líder do Governo na Câm… https://t.co/kK4LOA1cIq']"
955,"[""RT @allantercalivre: @realDonaldTrump 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuela…""]"
956,['RT @taoquei1: Aparentemente Moro pegou toda a conversa que teve com o presidente durante todo seu tempo como ministro e catalogou. Essa é a…']
957,['RT @CarlaPola: Como eu disse: #InMoroWeTrust\n\nhttps://t.co/ZQNnMscKpY']
958,['RT @badgesucks: FLOPOU DEMAIS KKKKKKKKK']
959,"['@DrMarceloFrazo1 Quer dizer que um gato pingado vale por todos os brasileiros? E os mortos ignorados por Bolsonaro,… https://t.co/nUCtK6c1AH']"
960,"['RT @gleisi: Esse é o governo que prometeu acabar com o tomá lá dá cá. Agora, ameaça seus ministros para cederem cargos em troca de apoio po…']"
961,['Nunca que eu colocaria minha carreira em risco por causa de um louco como bolsonaro']
962,"['@souzaeliel @krikaoli @Vitor_68 O caráter de uma pessoa não se dá por lindas palavras bem elaboradas ao falar, se d… https://t.co/BuA2LTgHSD']"
963,['RT @BetoSilvaBR: Muito triste ver a queda de popularidade de Bolsonaro após a saída de Moro. 😔😂😂🇧🇷🇧🇷\n#MarchaPeloBrasil https://t.co/VeP2BBK…']
964,['RT @alcysio: Lembra a foto chocante das valas abertas? pois já estão preenchidas.']
965,['https://t.co/3CQITgI9Qm']
966,['🙋\u200d♂️🤝🇧🇷']
967,"['RT @ElPresto2Ok: A los pelotudos de los medios nacionales: ¿Y si en lugar de pegarle a Trump o Bolsonaro, se dedican a pegarle a este gobie…']"
968,['RT @xicosa: E o escândalo do tanque de mamatas de Bolsonaro continua. Rombo de Lúcio de Castro na @agsportlight https://t.co/RXcmv8zHYG']
969,"['RT @OLulaEstaPreso: EM CRISTALINA - GOIÁS (02/05/20), BOLSONARO COME PASTEL EM LANCHONETE. O PROPRIETÁRIO INFELIZMENTE MANDARÁ METADE DOS S…']"
970,['Brinca com nossa sapiência!😉\nEle já entrou no Governo prá ferrar com o Presidente.']
971,['RT @ballaoficial: Vocês acreditam mesmo se Bolsonaro fosse um cretino ou estivesse errado teria um homem bilionário o protegendo diretament…']
972,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
973,"['RT @DCM_online: VÍDEO: Chorando, Onyx diz que Bolsonaro “carrega consigo a verdade” https://t.co/kbxpKKaFJA']"
974,"['@lucasantibes @AdsumP MORO  ARMOU  TUDO,   DESDE   OS  PROCESSOS  DE LULA..É  UM PSICOPATA  PERIGOSO.\nhttps://t.co/oSqUdzjVg1']"
975,"['RT @HaddadDebochado: Jair Bolsonaro: “Ninguém vai querer dar um golpe em cima de mim”.\n\nUÉ, IMPEACHMENT AGORA É GOLPE?????']"
976,"['@veramagalhaes Eu perguntaria para o Moro por que só agora resolveu denunciar os crimes de Bolsonaro, afinal, foram… https://t.co/kd30MMIN6q']"
977,"['@SF_Moro Vc, o maior traidor que a nação  brasileira já teve!\nGraças a Deus não votei em vc, votei  no Bolsonaro!']"
978,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
979,"['@Biakicis Centrão acima de tudo, Bolsonaro acima de todos kkkkkk https://t.co/xXFf60sTKD']"
980,"['Moro nunca decepciona!\nAcabou com uma quadrilha, vai acabar com outra.']"
981,"['Ta passando agora a pior banda de todos os tempos do Brasil no Altas Horas, a Bolsonaro das bandas, Sambo']"
982,['RT @bibonunes1: A biografia de Moro será marcante pela lava jato ou por ser um ingrato traidor de Bolsonaro?\n#ForaMoro \n#GolpeDeEstadoNao']
983,"['Moro terminou seu depoimento de 8h, onde apresentou provas contra Bolsonaro.\nTá! Ok! Mas... Quando Bolsonaro aprese… https://t.co/zZp1svtC9X']"
984,"['RT @mikecorleone01: Segundo o “jornalista” da Época, Sérgio Moro entregou 15 MESES de conversas do WhatsApp com o Presidente Jair Bolsonaro…']"
985,['RT @veramagalhaes: Será que Moro está entregando até o resultado do exame de covid do Bolsonaro e a localização do Queiroz? Já são sete hor…']
986,"['RT @JornalBSM: ""Ninguém vai fazer nada ao arrepio da constituição, fiquem tranquilos! Ninguém vai querer dar um golpe em cima de mim, não"",…']"
987,['RT @edilomcardoso: Temos os generais\nTemos a ABIN\nNinguém sabia que Moro estava compilando farto material para derrubar o presidente Bolson…']
988,"['RT @delucca: Segundo deputados bolsonaristas, Moro teria entregue\n\nQUINZE MESES\n\nde conversas entre ele e Jair Bolsonaro.\n\nQUINZE!']"
989,['@jairbolsonaro SE FUDEU.... #ImpeachmentDeBolsonaro']
990,['RT @Lechuguinos_com: ¡SE LE REBELÓ AL LOCO! Fiscal General de Brasil da un parao a Bolsonaro y frena expulsión de diplomáticos venezolanos…']
991,['Todos juntos com Bolsonaro 👍🏽 #GolpeDeEstadoNao']
992,['RT @AcampBolsonaro: Acampamento COM Bolsonaro desde cedo aqui em frente a Polícia Federal em Curitiba - PR acompanhando o depoimento do #Mo…']
993,['RT @BrazilFight: JN apresentou uma matéria só para criticar o manejo da máscara que Bolsonaro usou. O jornal virou pasquim e tem que derrub…']
994,"['@arthurmoledoval Mais um pouco, Moro vai acabar acusando Bolsonaro de obrigá-lo acompanhar o presidente aos jogos d… https://t.co/EAdcMY3Mq6']"
995,['RT @PatoCorporation: Sérgio Moro vai entregar 15 meses de conversas sujas d Jair Bolsonaro\n\nJair Bolsonaro ameaça soltar vídeo bomba contra…']
996,"['A vós não vos conheço. Nem todo que diz senhor, entrara no reino dos céus. #OrePorBolsonaro']"
997,"['RT @JoseAloiseBahia: @MoyenneA @alveshudson36 @Valdirene8975 @Hendrix_Careta ‘É hora de colocar um ponto final  no governo Bolsonaro....""..…']"
998,"[""RT @allantercalivre: 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuelan Embassy to the…""]"
999,"['Como manter a saúde nesse país? A cada dia um stress diferente, o povo sempre na insegurança do que estão armando c… https://t.co/r2s80vzylY']"
1000,['@capitaoderrite #ForaMaia\n#NaoVoteNoDem\n#PtLadrao\n#FechadoComBolsonaro\n#GloboLixo\n#MaiaTemQueSair\n#ForaPeppa… https://t.co/KGDLOkx7Ly']
